,Human Longitude,Human Latitude,Human Acres Burned
16622,-124.20472,43.35472,0.01
16371,-124.20472,42.83944,0.0
13283,-124.20472,42.09222,0.02
3872,-124.20463,42.09354,0.02
17085,-124.20444,43.52667,0.01
14441,-124.20438,43.35783,0.01
12791,-124.20417,43.35333,0.01
8401,-124.20417,43.66722,0.01
1496,-124.20407,43.47933,0.01
16760,-124.20361,42.07861,0.01
9554,-124.20361,43.23056,0.2
4254,-124.20333,43.66466,0.01
13294,-124.20278,43.50028,0.01
5125,-124.20267,43.476,0.04
7190,-124.2025,42.85917,0.0
10931,-124.2025,42.00556,0.01
2153,-124.20234,43.25748,0.01
11270,-124.20222,43.50278,0.01
12709,-124.20222,43.66833,0.01
6494,-124.20194,42.19861,0.01
6113,-124.20194,43.51972,0.07
509,-124.20147,43.66234,0.01
1858,-124.20122,43.35358,0.01
5365,-124.2,43.25367,0.01
15010,-124.19972,43.35389,0.01
16672,-124.19972,43.35417,0.01
13406,-124.19944,42.24,0.01
8092,-124.19944,43.34667,0.01
16942,-124.19917,43.35222,0.01
3099,-124.19892,43.65641,0.01
333,-124.19892,43.65641,0.06
117,-124.19892,43.65641,0.01
414,-124.19892,43.65641,0.04
2132,-124.19892,43.65641,0.01
28,-124.19892,43.65641,0.01
406,-124.19892,43.65641,0.05
2522,-124.19892,43.65641,0.01
1883,-124.19892,43.65641,0.01
16056,-124.19861,43.17333,0.01
3320,-124.19861,43.47515,0.25
845,-124.19861,43.47515,1.5
10266,-124.19833,43.26139,0.4
8991,-124.19806,43.66833,0.01
11382,-124.19806,43.34333,0.1
11534,-124.1975,43.34333,0.01
13810,-124.1975,43.3525,0.01
14571,-124.19738,43.57208,0.28
5748,-124.19722,42.78611,0.01
5245,-124.19683,43.29383,0.02
4685,-124.19667,43.32833,0.25
2369,-124.19654,43.39997,0.03
14450,-124.19639,43.66278,0.01
9287,-124.19639,43.6625,0.01
16815,-124.19611,43.66306,0.02
12300,-124.19583,43.33667,0.5
15775,-124.19556,43.25861,0.01
11399,-124.19528,43.43306,0.25
9654,-124.19278,43.35583,0.01
16194,-124.19275,43.31195,0.01
12220,-124.1925,43.47944,0.01
9364,-124.1925,43.34833,0.01
11145,-124.19222,42.105,0.01
13856,-124.19222,43.35694,0.01
2798,-124.19198,43.3496,0.01
12311,-124.19194,42.085,0.25
9022,-124.19194,43.35028,0.02
4404,-124.19183,43.29516,0.01
2483,-124.19178,43.31382,0.01
1077,-124.19156,43.3102,0.01
14523,-124.19139,42.09889,0.03
2929,-124.19112,43.66647,0.15
4051,-124.19066,43.33533,0.01
8054,-124.19056,43.35667,0.01
16538,-124.19056,43.42389,0.1
6618,-124.19028,43.33472,0.01
2063,-124.19001,42.11495,0.01
10879,-124.19,43.03389,0.25
4350,-124.1895,43.3225,0.02
14982,-124.18939,43.65064,0.01
8375,-124.18861,43.29139,3.0
6518,-124.18778,43.66139,0.01
1437,-124.18702,43.34976,0.01
2791,-124.18682,43.61945,0.01
878,-124.18639,43.39668,0.05
4649,-124.18633,43.66667,0.01
9435,-124.18389,43.32694,0.11
11993,-124.18361,43.13583,0.01
411,-124.1834,43.42535,0.07
1461,-124.1822,43.64005,0.01
5153,-124.18217,43.36483,0.01
8564,-124.18194,43.66361,0.02
11772,-124.18194,43.35306,0.01
10552,-124.18139,43.16361,0.01
7119,-124.18139,43.08,0.02
15429,-124.18083,43.61111,0.17
12041,-124.18083,43.41306,0.1
11705,-124.18056,43.42139,0.03
6606,-124.18028,43.74861,0.4
16313,-124.18,43.41778,0.01
7774,-124.18,43.34111,0.01
418,-124.17925,43.16396,0.37
2428,-124.17916,43.50752,0.11
2983,-124.17895,43.14956,0.01
16089,-124.17889,43.29111,0.1
17093,-124.17889,43.67222,0.01
13623,-124.17806,43.16528,0.01
5999,-124.17797,43.15458,0.01
15490,-124.17722,43.13944,0.1
6215,-124.17722,43.67306,0.01
4750,-124.177,43.35667,0.05
16199,-124.17694,43.155,0.01
7303,-124.17667,43.09,0.01
8831,-124.17583,43.50083,0.11
10134,-124.17472,43.48694,0.25
14071,-124.17472,43.29389,0.5
6550,-124.17444,43.05806,0.01
10522,-124.17444,43.12528,0.25
7727,-124.17417,43.12083,0.2
1932,-124.17384,43.12072,0.01
5101,-124.17367,43.327,0.01
168,-124.17334,43.13887,0.01
7150,-124.17333,43.15917,0.03
48,-124.17324,43.03744,0.09
3928,-124.1725,43.14583,0.03
252,-124.17235,43.29582,0.07
10325,-124.17222,43.43306,0.05
5227,-124.17217,43.17933,0.04
10805,-124.17194,43.12639,1.87
4487,-124.17183,42.01483,0.5
10260,-124.17139,43.38028,0.25
11174,-124.17111,43.195,0.34
7137,-124.17,42.88306,0.13
15813,-124.16917,43.14833,0.19
13105,-124.16917,43.07444,15.69
3656,-124.16899,43.19347,0.09
13578,-124.16861,43.50056,0.25
14294,-124.16833,43.285,0.01
14635,-124.16628,43.06756,0.03
2451,-124.16623,42.79444,54.2
12249,-124.16611,43.07806,0.23
4721,-124.166,43.112,0.25
15379,-124.165,43.11167,0.08
1639,-124.16442,43.16444,0.25
1122,-124.16434,43.59998,0.06
15645,-124.16417,42.99444,9.59
6453,-124.16389,42.95083,0.01
5057,-124.1635,43.074,0.01
2706,-124.16337,43.19683,0.01
4521,-124.16316,42.525,2.0
8670,-124.16194,43.10861,0.08
3653,-124.16171,43.67306,0.01
4065,-124.1615,43.34666,0.06
14078,-124.16111,43.51,0.01
14705,-124.16039,43.37003,0.01
7067,-124.16028,43.05694,2.0
17033,-124.16028,43.67083,0.01
16379,-124.16017,43.74817,0.02
13524,-124.16,42.98972,0.01
6143,-124.15944,43.28111,0.0
3756,-124.15911,43.00428,0.01
3568,-124.15908,43.01916,0.23
5085,-124.159,43.5685,0.01
4103,-124.159,43.18233,0.25
1254,-124.15877,43.58315,0.01
9519,-124.15861,42.94917,6.6
10180,-124.15861,42.96083,0.01
10952,-124.15861,43.37583,2.0
6917,-124.15833,43.16639,0.25
3045,-124.1577,43.38989,0.01
8193,-124.1575,43.12194,0.25
14286,-124.15722,43.49278,0.04
7278,-124.15722,43.36611,0.2
16064,-124.15694,43.40944,0.01
8695,-124.15694,43.01167,0.01
16224,-124.15639,43.67778,0.01
12297,-124.155,43.36278,0.01
10987,-124.155,43.16361,0.01
984,-124.15384,43.11701,0.03
1560,-124.15345,43.06655,1.5
6217,-124.15333,43.08194,0.02
10135,-124.15278,43.47722,9.0
8536,-124.15278,43.67222,0.01
16227,-124.15056,43.79056,0.01
13199,-124.15028,43.27,0.1
9514,-124.15028,43.30083,0.01
13139,-124.15,43.30194,0.01
11158,-124.15,43.09528,0.01
9488,-124.14944,43.58556,0.02
7562,-124.14944,43.57389,0.01
2541,-124.14879,43.09912,0.15
3121,-124.14868,42.86922,0.0
1899,-124.14851,43.21085,0.2
5106,-124.1485,43.369,0.01
11856,-124.14833,42.17583,1.05
12834,-124.14806,43.79833,0.01
15352,-124.1475,42.17333,0.4
13315,-124.14722,43.00778,0.01
4494,-124.147,43.8355,0.1
17072,-124.14694,43.08361,0.04
5341,-124.14694,43.82472,0.01
12317,-124.14667,43.31194,0.01
9279,-124.14667,43.00833,0.01
9618,-124.14611,43.05694,0.25
13773,-124.14583,43.57111,0.25
15478,-124.14583,43.02722,0.03
8013,-124.14556,43.28083,0.01
16554,-124.14556,42.98694,0.01
11805,-124.14556,42.18,0.01
7394,-124.14444,43.74944,0.02
10643,-124.14444,43.0075,0.02
2305,-124.14421,43.17894,1.0
7128,-124.14222,43.00861,0.25
16946,-124.14194,43.0075,0.01
10644,-124.14194,43.00861,0.01
4541,-124.14183,43.594,0.02
13230,-124.14167,43.25472,0.15
9565,-124.14083,43.00972,0.01
12040,-124.14028,44.01972,0.02
11739,-124.14028,44.01944,0.1
12014,-124.14,44.01944,0.03
12671,-124.13972,44.01889,0.01
12861,-124.13972,44.01972,0.01
9177,-124.13972,44.01972,0.01
14423,-124.13944,44.01917,0.01
8191,-124.13917,44.01944,0.01
1447,-124.13883,43.08441,0.02
5129,-124.13883,43.00817,0.06
15203,-124.13871,44.01941,0.01
2289,-124.13869,43.19636,0.25
14401,-124.13861,44.01889,0.01
9354,-124.13861,44.01917,0.01
209,-124.13839,43.00838,0.01
2878,-124.13775,44.03645,0.01
2635,-124.13775,44.03645,0.01
2645,-124.13752,44.03283,0.5
9680,-124.1375,43.7675,42.0
16467,-124.13722,43.08194,0.25
11901,-124.13722,44.01417,0.01
17060,-124.13717,44.0145,0.01
2700,-124.13716,44.02237,0.01
2498,-124.13712,43.60699,0.02
2146,-124.13694,44.01876,0.01
979,-124.13694,44.01876,0.01
7383,-124.13694,44.01944,0.01
3015,-124.13671,44.01514,0.01
2477,-124.13671,44.01514,0.0
246,-124.13667,44.135,0.01
4149,-124.13566,43.56983,0.25
7838,-124.13472,44.015,0.01
6787,-124.13417,44.01889,0.01
5184,-124.134,44.01883,0.33
8404,-124.13389,44.03056,0.25
11891,-124.13389,44.03528,0.01
6922,-124.13389,44.01889,0.01
13926,-124.13306,43.70931,0.09
12656,-124.13306,44.035,0.01
2510,-124.13295,44.04023,0.0
11326,-124.13278,44.02111,0.1
15980,-124.13275,44.04028,0.01
985,-124.13273,44.03661,2.0
137,-124.13264,43.88016,0.01
916,-124.13251,44.03299,0.01
958,-124.13251,44.03299,0.01
11055,-124.1325,44.01083,0.1
640,-124.13192,44.01891,0.01
2199,-124.1317,44.0153,0.01
11129,-124.13167,43.04333,0.01
11363,-124.13167,43.75778,0.01
11022,-124.13083,43.56722,0.01
14662,-124.13,43.07333,1.5
7890,-124.12944,44.02083,0.01
6542,-124.12917,43.08667,0.25
15270,-124.12913,44.01697,0.01
16504,-124.12889,42.89583,0.01
1448,-124.12874,43.08111,0.04
6854,-124.12806,44.01889,0.01
5870,-124.12778,44.01528,0.01
16314,-124.12767,43.26433,0.33
13726,-124.1275,43.25194,0.01
14077,-124.12694,43.07111,0.02
644,-124.12691,44.01908,0.01
17130,-124.12667,43.31806,0.5
9456,-124.12583,43.40806,3.95
9359,-124.12583,43.48417,0.01
13878,-124.12556,43.25306,0.01
4403,-124.12516,44.02966,0.01
5835,-124.12483,43.02478,0.01
15479,-124.12472,43.34111,0.01
3880,-124.12425,43.01971,0.1
10575,-124.12417,44.12056,0.02
3334,-124.12393,43.02695,0.0
408,-124.12372,43.12404,0.01
5446,-124.12333,43.5875,0.01
13503,-124.12306,43.045,0.01
2672,-124.12242,44.01038,0.01
3280,-124.12149,43.62713,2.32
16430,-124.12139,43.03833,0.01
1955,-124.12129,44.13609,0.01
933,-124.12129,44.13609,0.01
3026,-124.12099,43.94722,0.01
2209,-124.12096,43.74852,0.1
658,-124.12085,44.12886,0.25
2995,-124.1208,43.99677,0.01
11848,-124.12,44.00139,0.2
3464,-124.1193,43.03359,0.01
10566,-124.11861,43.97139,0.25
6924,-124.11861,43.13028,0.2
7399,-124.11833,43.74583,0.25
15649,-124.11806,43.375,0.96
11491,-124.11806,44.02056,0.02
15998,-124.11778,43.03583,0.01
1733,-124.11769,44.04723,0.01
15894,-124.1175,43.035,0.01
10137,-124.1175,43.03556,0.01
6754,-124.1175,44.04028,0.01
2281,-124.11686,44.19303,0.01
3357,-124.11682,43.88765,6.0
2423,-124.11673,44.21777,0.01
898,-124.11672,44.17562,0.05
2418,-124.11672,44.17562,0.1
15987,-124.11667,43.12139,0.01
3062,-124.1165,44.172,0.01
3061,-124.11642,44.18579,0.01
833,-124.11627,44.13625,0.01
8650,-124.11611,43.59889,0.01
5366,-124.116,44.17683,0.02
16765,-124.11556,43.03056,0.01
2070,-124.11541,44.23903,0.01
2575,-124.11513,44.22476,0.01
12044,-124.11512,44.01589,0.01
10995,-124.11444,43.59389,0.01
4618,-124.11433,43.09883,6.1
7940,-124.11389,43.89528,0.01
8763,-124.11361,43.23667,0.01
14614,-124.11359,43.99326,0.01
2399,-124.11345,42.92075,0.75
15986,-124.1125,43.12167,0.01
6539,-124.1125,42.90833,0.01
14,-124.11219,43.37189,5.0
1803,-124.11196,43.90596,0.01
11394,-124.11139,43.95194,0.01
7134,-124.11139,42.92167,1.5
16820,-124.11139,43.98417,1.2
2949,-124.11135,43.9168,0.01
15113,-124.11119,43.72681,0.01
7173,-124.11111,42.96639,0.38
16482,-124.11056,42.94889,0.01
16163,-124.11051,43.95412,0.01
5319,-124.1105,43.577,0.01
7236,-124.11,43.80944,0.1
16103,-124.10989,43.95264,0.01
15993,-124.10972,43.11917,0.01
12678,-124.10972,43.06028,0.2
11391,-124.10972,43.9525,0.01
8140,-124.10917,43.97639,0.01
10600,-124.10917,43.73167,0.1
12951,-124.10917,43.91917,0.01
4502,-124.10916,43.14583,0.25
7521,-124.10889,42.91722,1.0
7423,-124.10889,43.825,0.5
6656,-124.10861,43.33194,0.3
14222,-124.10861,43.74139,0.1
16926,-124.10833,43.97633,0.01
204,-124.10814,44.08458,0.08
13652,-124.10806,43.15389,0.01
16781,-124.10806,43.68389,0.88
6326,-124.10764,43.03975,0.25
11897,-124.10722,43.68389,0.1
12227,-124.10722,43.95611,0.01
5305,-124.107,43.44167,0.02
10142,-124.10694,42.90722,0.03
1096,-124.10634,44.01926,0.01
6209,-124.10611,42.93806,7.0
7512,-124.10611,43.9475,0.1
3728,-124.106,44.13296,0.1
15643,-124.10583,42.95361,0.41
2163,-124.10551,44.23232,0.01
852,-124.10534,44.23935,0.01
12786,-124.10528,43.95806,0.01
9044,-124.10528,43.94972,0.01
9986,-124.10528,43.94667,0.01
11871,-124.105,43.97028,0.01
12713,-124.105,43.92139,0.1
10718,-124.10444,44.07917,0.1
17063,-124.10444,43.97778,0.1
2688,-124.10422,42.93926,0.33
9243,-124.10333,44.00028,0.01
14704,-124.10314,42.91864,0.01
15493,-124.10303,43.9888,0.01
11840,-124.1025,44.03694,0.01
7522,-124.10222,44.02611,0.1
15572,-124.10222,42.94944,0.01
12156,-124.10222,42.00056,2.23
9452,-124.10222,43.03472,0.06
3606,-124.10216,43.92734,0.01
1049,-124.10198,44.03993,0.01
2419,-124.10183,44.01148,0.1
12062,-124.10167,43.25556,0.63
15106,-124.10167,43.97505,0.01
6346,-124.10167,44.01833,0.01
2874,-124.10152,44.0222,0.1
902,-124.10152,44.0222,0.01
4397,-124.1015,43.32566,0.01
2597,-124.10131,44.01858,0.01
1979,-124.10113,43.95882,0.0
1943,-124.10113,43.95882,0.0
2613,-124.10113,43.95882,0.01
11809,-124.10111,43.13694,0.22
14208,-124.10111,43.31778,0.01
1027,-124.10109,44.01496,0.25
2642,-124.10091,43.9552,0.01
3065,-124.10081,43.97168,0.01
4900,-124.10067,44.0185,0.1
9936,-124.10028,43.03167,0.01
12411,-124.10028,43.94694,25.0
12816,-124.10028,44.0075,0.33
11525,-124.10028,43.97167,0.01
15811,-124.1,44.2,0.01
16965,-124.09983,43.97567,0.01
16956,-124.09983,43.9755,0.01
13247,-124.09972,44.06194,0.01
8665,-124.09972,42.89917,0.01
16272,-124.09971,44.15155,0.1
16953,-124.09933,43.976,0.01
16153,-124.09927,44.0175,0.01
16158,-124.09925,44.0175,0.01
2582,-124.09909,43.03004,0.02
2607,-124.09889,44.32598,0.01
7444,-124.09889,43.71639,0.01
11366,-124.09889,44.04972,0.01
1890,-124.09887,42.96789,0.01
15185,-124.09852,43.97402,0.01
6918,-124.09833,43.03278,0.01
3444,-124.09822,44.07796,0.1
16626,-124.09814,43.96892,0.01
3001,-124.098,44.07435,0.01
1100,-124.09781,44.05108,0.01
2640,-124.09759,44.04746,0.01
11758,-124.0975,43.93,0.01
12664,-124.0975,44.05167,0.01
13757,-124.09722,43.97972,0.01
11337,-124.09722,43.8875,0.1
5552,-124.097,43.90517,0.01
3036,-124.09677,43.95464,0.01
2762,-124.09651,44.02236,0.15
906,-124.09633,43.94741,0.01
6558,-124.09611,43.59694,0.0
14683,-124.09611,42.94972,0.01
4392,-124.09533,43.95633,0.01
3947,-124.09516,43.186,0.03
4231,-124.095,43.13333,1.9
15462,-124.095,43.38278,0.01
14554,-124.09472,43.38028,0.01
8421,-124.09472,43.23111,0.01
7480,-124.09472,43.96972,0.1
14104,-124.09449,44.03445,0.1
671,-124.09435,42.94623,0.06
12334,-124.09417,43.45583,0.1
12252,-124.09417,44.02194,0.34
13767,-124.09361,43.99222,0.02
12503,-124.09333,43.65,0.08
3633,-124.0932,44.07812,0.1
15154,-124.09289,43.99145,0.1
4195,-124.09266,44.0735,0.01
9208,-124.0925,43.99139,0.25
8776,-124.0925,43.69306,0.01
5181,-124.09222,43.99222,0.01
3102,-124.09193,43.92404,0.0
1223,-124.0919,43.90949,0.01
1875,-124.09153,43.93444,0.0
2880,-124.0915,44.02252,0.01
2644,-124.09145,43.98285,0.01
617,-124.09128,44.0189,0.25
8144,-124.09111,43.22944,0.1
6491,-124.09111,43.97917,0.1
5481,-124.09083,43.66983,0.1
16817,-124.09083,43.9925,0.01
14505,-124.09082,44.0182,0.42
6050,-124.08861,43.97694,0.01
7455,-124.08833,44.02056,0.1
2112,-124.08799,44.05501,0.01
5017,-124.08767,44.05567,0.1
17020,-124.0875,42.89972,0.03
3215,-124.0873,43.35772,0.23
14719,-124.08694,43.67861,0.17
2530,-124.08644,43.98301,0.01
1946,-124.0863,43.93098,0.01
1928,-124.0863,43.93098,0.01
2625,-124.08622,43.97939,0.01
5232,-124.086,44.05333,0.01
4898,-124.08583,43.97567,0.01
15650,-124.08556,43.16639,0.1
10634,-124.08444,44.36278,0.1
9882,-124.08361,44.41361,0.01
11532,-124.08361,43.92889,0.01
6440,-124.08306,42.89722,0.01
16009,-124.0825,43.02639,0.01
16159,-124.0825,43.02639,0.02
8783,-124.08222,43.21194,0.2
2443,-124.08193,43.90511,0.33
16833,-124.08167,42.89806,15.0
10161,-124.08111,43.86333,1.11
5102,-124.08111,44.45778,0.7
1367,-124.08022,43.85501,0.01
16134,-124.07917,43.68778,0.15
6146,-124.07889,43.88306,0.01
9066,-124.07833,43.93222,0.01
4344,-124.07766,44.07683,0.1
4213,-124.0775,43.73983,0.01
4749,-124.077,43.93383,1.0
6903,-124.07694,43.73806,0.1
7256,-124.07694,43.93389,0.1
12961,-124.07614,44.41164,0.1
14052,-124.07611,43.53278,2.6
15412,-124.07572,44.04511,0.2
10957,-124.07528,43.73833,0.01
4402,-124.07516,43.21566,0.11
12478,-124.07444,42.56167,0.08
10184,-124.07194,44.78444,0.01
1075,-124.07163,43.68477,0.01
1278,-124.07148,44.03288,0.01
11171,-124.07139,43.35778,0.01
15586,-124.07056,42.84778,0.01
4227,-124.07,42.87666,0.01
16773,-124.06972,42.55722,0.01
1689,-124.06956,43.96823,0.0
2639,-124.06934,43.96461,0.01
3322,-124.0688,44.56319,0.02
6431,-124.06833,42.85778,2.06
541,-124.0679,44.76982,0.01
11146,-124.06778,43.81889,0.01
16495,-124.0675,42.88417,0.01
11071,-124.0675,43.81889,0.01
816,-124.0667,43.90196,3.0
15646,-124.06667,43.96667,0.12
8209,-124.06667,44.41861,0.1
12820,-124.06639,44.60056,0.15
4735,-124.06617,44.00783,1.5
445,-124.06573,42.55643,0.1
10494,-124.06528,44.62444,0.01
11515,-124.065,43.74417,0.01
13421,-124.065,42.77417,0.08
12248,-124.065,42.875,0.01
8825,-124.06417,43.22722,8.4
16131,-124.06407,44.44037,0.01
3420,-124.06391,43.98741,0.1
9856,-124.06361,42.88111,0.01
10887,-124.06361,44.06056,6.3
11644,-124.06333,43.40472,0.01
1618,-124.06304,43.94156,0.1
9351,-124.0625,42.855,0.01
9152,-124.0625,44.61528,0.01
12482,-124.0625,42.85444,0.01
15603,-124.0625,42.87611,2.55
16384,-124.0625,42.87472,0.02
12697,-124.06222,42.855,0.01
12549,-124.06222,42.84972,0.01
1504,-124.06217,44.05417,2.0
12356,-124.06139,42.89361,10.1
11533,-124.06083,43.22083,0.01
2650,-124.06061,44.77548,0.25
4617,-124.05967,42.8455,5.0
461,-124.05962,42.87346,0.03
3675,-124.05951,44.29354,0.01
310,-124.05941,42.86984,0.02
16703,-124.05922,44.61194,0.01
9092,-124.05778,44.74056,0.01
10807,-124.05722,42.89056,0.25
1129,-124.05717,44.62201,0.7
5337,-124.057,43.039,0.01
8608,-124.05694,44.65972,0.02
2648,-124.05613,42.54994,2.0
12129,-124.05611,43.74111,0.01
12934,-124.05611,44.53944,0.01
191,-124.05607,44.60751,0.1
7863,-124.05583,43.03889,0.01
13479,-124.05556,44.83312,0.01
5721,-124.05528,43.10972,0.02
8205,-124.05528,43.45028,0.1
730,-124.05454,43.23984,0.5
15733,-124.05417,43.21139,0.02
4738,-124.05417,44.75717,1.0
7834,-124.05417,42.8625,0.01
4234,-124.054,42.57183,0.25
9735,-124.05389,43.40667,0.01
7097,-124.05333,42.86944,0.04
694,-124.05311,44.39417,0.15
1091,-124.05241,43.90618,0.2
8327,-124.05139,43.20167,0.35
16356,-124.05111,42.88694,0.25
714,-124.05088,44.82827,0.01
12527,-124.05056,42.535,0.09
3342,-124.05017,42.88809,0.1
15244,-124.05012,44.22383,3.69
17127,-124.05,43.77611,0.1
6562,-124.04917,43.24972,0.01
4020,-124.049,42.85983,0.01
3343,-124.04886,43.47675,0.01
2658,-124.04873,44.70476,0.3
15599,-124.04861,43.7175,0.1
13268,-124.04833,44.11583,0.25
101,-124.04798,43.89458,0.01
9517,-124.04778,43.41083,0.02
5929,-124.04778,43.95417,0.01
9273,-124.04722,44.66389,0.01
7563,-124.04722,44.56972,0.06
15677,-124.04667,43.43194,0.1
9400,-124.04667,44.65917,0.01
16827,-124.04639,44.65333,0.01
7352,-124.04639,44.56944,0.2
1418,-124.0463,43.16426,0.25
11271,-124.04522,44.61028,0.1
10519,-124.045,44.6075,0.01
2398,-124.04483,43.2256,0.01
6974,-124.04472,43.20833,0.25
9734,-124.04444,43.03778,1.36
16627,-124.04415,43.9852,0.01
9751,-124.04361,44.60528,0.01
107,-124.04268,43.90158,0.01
9431,-124.04222,42.84972,0.1
6434,-124.04194,44.02806,0.12
4764,-124.03817,44.387,0.02
15985,-124.03806,43.26139,0.01
11666,-124.03802,43.9682,0.0
3931,-124.03783,43.94466,4.0
4968,-124.03717,44.87183,0.01
4239,-124.03666,44.85833,0.25
9430,-124.03639,43.95083,0.25
16273,-124.03583,43.4285,5.56
6580,-124.035,44.39667,1.65
2119,-124.03454,43.03744,0.6
247,-124.03383,42.83466,0.01
14718,-124.03247,43.38308,2.5
12251,-124.03205,44.51326,0.6
13362,-124.03087,44.63567,0.01
7478,-124.03028,44.88,0.2
3499,-124.03016,44.85757,0.1
10350,-124.03,42.78611,0.01
13155,-124.02944,43.99722,0.01
106,-124.02823,43.92744,0.01
8824,-124.02806,44.3725,0.25
3597,-124.02779,44.02572,0.0
3596,-124.02779,44.02572,0.0
6257,-124.02778,44.02222,0.01
6700,-124.0275,43.87306,0.1
3913,-124.02716,44.56616,1.25
8438,-124.02639,43.32056,3.95
12180,-124.02534,44.93075,0.01
9469,-124.02528,43.36583,0.1
6013,-124.02528,44.66333,0.1
3185,-124.02485,44.5828,1.5
2651,-124.02477,44.93401,0.05
1941,-124.02477,44.93401,0.02
1966,-124.02477,44.93401,0.01
1965,-124.02477,44.93401,0.01
543,-124.02477,44.93401,0.03
11059,-124.02472,44.93361,0.01
12020,-124.02472,44.9325,0.01
308,-124.02455,44.93039,0.01
9962,-124.02444,44.93361,0.01
9753,-124.02444,44.93667,0.01
14376,-124.02417,43.91611,0.03
10278,-124.02361,44.44667,0.01
14751,-124.02361,43.20833,0.01
8686,-124.02333,44.92806,0.01
10367,-124.02333,43.25833,0.01
2559,-124.02315,43.73112,0.15
5758,-124.02306,43.42278,26.5
9298,-124.02306,44.92806,0.02
11295,-124.0225,44.93167,0.01
10501,-124.02222,44.92778,0.01
4887,-124.0215,44.92617,0.02
4942,-124.02133,44.93683,0.25
1591,-124.02125,43.11747,0.05
9179,-124.02111,44.99417,0.01
11131,-124.02083,44.92722,0.01
6928,-124.02083,43.27917,0.5
14838,-124.02056,43.72472,0.65
17123,-124.02037,44.64355,0.01
10378,-124.02028,43.43139,0.01
2553,-124.02011,44.9414,0.15
2237,-124.02011,44.9414,0.25
2941,-124.02011,44.9414,0.01
2956,-124.02011,44.9414,0.01
2796,-124.01946,44.93055,0.02
12128,-124.01889,44.82889,202.0
10740,-124.01861,44.66194,0.01
6658,-124.01722,43.86528,0.02
7121,-124.01722,44.865,0.01
5640,-124.01667,44.91667,0.1
4828,-124.01667,44.91667,0.01
14753,-124.0165,43.65489,0.01
11300,-124.01583,46.23056,27.0
2823,-124.01546,44.44918,0.01
10598,-124.01528,44.92722,0.01
15213,-124.015,43.77889,0.45
3984,-124.015,44.65833,1.0
3542,-124.01477,46.23139,6.0
10327,-124.01444,44.93917,0.01
8067,-124.01389,43.69639,0.03
10385,-124.01389,44.92083,0.01
3288,-124.01331,43.43692,1.5
10400,-124.01194,44.96944,0.01
11646,-124.01167,43.43639,0.5
1462,-124.01141,44.42378,0.01
13914,-124.01111,43.17694,0.25
5706,-124.01111,43.17694,0.05
3738,-124.0105,43.5865,1.2
8212,-124.01,44.00472,0.01
10711,-124.00972,45.00806,0.01
10543,-124.00889,45.00778,0.01
15697,-124.00778,42.84222,0.1
6709,-124.00722,44.53222,0.25
12131,-124.00722,44.95361,0.1
9524,-124.00639,43.02167,0.01
9608,-124.00639,44.94528,0.1
15694,-124.00611,43.27139,0.1
17031,-124.00611,43.76722,0.02
7217,-124.00556,43.03167,0.25
10731,-124.00528,44.96194,0.01
4199,-124.005,43.48133,44.0
4867,-124.00467,44.0115,0.01
15211,-124.00417,43.14194,0.02
7927,-124.00361,44.95194,0.1
16033,-124.00297,46.23214,0.07
9329,-124.00278,44.56528,0.01
10197,-124.0025,44.01306,0.0
11662,-124.0025,43.75,4.05
1920,-124.00233,43.1468,0.09
15404,-124.00209,44.41244,0.3
7720,-124.00194,43.17944,0.5
9694,-124.00167,43.44139,0.18
14260,-124.0015,44.5225,0.01
11756,-124.00139,43.74583,0.01
16611,-124.00027,44.52769,0.01
16702,-124.0,46.232,0.75
14021,-123.99972,43.25111,0.01
3096,-123.99969,44.01161,0.3
