,Lightning Longitude,Lightning Latitude,Lightning Acres Burned
6157,-123.26617,42.57817,3.4
4521,-123.26528,42.47222,1.0
4315,-123.26528,44.65806,0.01
5561,-123.26472,42.47302,0.1
5941,-123.264,42.6353,0.3
4882,-123.26396,42.43413,0.01
4922,-123.26393,42.44368,0.01
5569,-123.26363,42.4963,0.01
6131,-123.26315,42.59621,0.14
743,-123.26281,43.17219,3.0
3965,-123.26139,42.33083,0.01
288,-123.26111,42.1435,0.1
1121,-123.26105,45.54787,0.01
379,-123.26099,42.12936,0.01
355,-123.26099,42.12936,0.01
2205,-123.26083,42.12972,0.2
788,-123.25885,43.32459,0.06
1101,-123.2586,44.67091,0.01
2950,-123.25833,42.18556,1.0
2717,-123.25833,42.66167,0.1
6153,-123.25813,42.28602,0.1
202,-123.25676,42.33729,0.01
323,-123.25674,42.15832,0.01
4794,-123.25583,43.83667,0.01
233,-123.25412,42.99264,0.1
5230,-123.25278,42.86556,8.0
3078,-123.25278,42.44611,0.1
322,-123.25245,42.35877,0.01
2177,-123.25056,42.39167,0.25
4544,-123.25056,42.77361,0.1
5312,-123.25037,42.57962,4.3
5296,-123.25033,42.58033,0.25
4545,-123.25028,42.77,0.1
2869,-123.25028,42.21306,0.01
3896,-123.25,42.91917,0.1
4673,-123.24806,42.61111,0.01
6164,-123.248,42.594,0.25
5218,-123.24775,42.43405,0.1
6141,-123.24748,42.55787,1.91
102,-123.24736,42.16902,0.01
3295,-123.24722,42.54139,0.25
5306,-123.24682,42.4327,3.21
352,-123.24659,42.377,0.01
2809,-123.24361,42.65361,20.0
1286,-123.24182,42.34071,0.1
3567,-123.24167,41.89889,23658.0
256,-123.24155,42.55461,1.5
3106,-123.24139,42.55444,0.25
3300,-123.24139,42.56444,0.5
3409,-123.24083,42.65167,0.01
3795,-123.24083,42.24222,2.5
5208,-123.24052,42.34285,0.01
737,-123.23988,43.28489,0.1
820,-123.23929,43.01793,0.75
5954,-123.23828,42.87028,31.22
5121,-123.23708,43.37769,0.01
4397,-123.23694,43.40722,0.01
4582,-123.23694,42.90583,0.1
294,-123.2367,42.35541,0.01
334,-123.23666,42.36619,0.01
5942,-123.23625,42.90775,2.03
6149,-123.23483,42.5885,0.18
3494,-123.23444,42.40722,0.01
644,-123.23414,42.04811,0.1
5231,-123.234,42.32133,0.01
1877,-123.23333,43.46667,0.01
2256,-123.23222,42.14028,0.01
4489,-123.23194,42.23806,1.0
5611,-123.23149,43.01809,0.42
3076,-123.23139,42.63833,0.01
4484,-123.23083,42.23056,0.1
654,-123.23039,42.92778,0.25
4713,-123.23028,42.51444,0.25
5960,-123.2295,42.85595,18.65
3848,-123.22889,42.8,0.01
3834,-123.22778,42.74278,0.25
242,-123.22776,42.76462,0.02
1262,-123.22747,42.2165,0.01
6125,-123.22747,42.7072,0.1
4788,-123.22667,45.38861,0.01
4553,-123.22639,42.92528,0.1
1106,-123.22533,45.4176,0.01
735,-123.22424,43.3537,0.25
3288,-123.22417,42.61528,0.5
1195,-123.22405,42.02975,0.01
2219,-123.22278,43.12944,0.1
303,-123.22241,42.14498,0.01
5158,-123.22167,43.07389,0.01
2871,-123.22139,43.36778,0.25
5994,-123.22134,42.83905,0.05
4884,-123.22072,42.55515,0.1
5940,-123.21975,42.91463,199.87
297,-123.21952,42.0371,0.3
298,-123.2192,42.02987,0.2
1879,-123.2185,43.36667,0.1
2905,-123.21806,43.77556,0.5
3838,-123.21778,42.86139,1.0
2485,-123.21778,42.22639,4.25
6,-123.21715,42.42811,0.1
405,-123.21679,42.37359,0.5
3103,-123.21556,42.54361,18.5
3289,-123.215,42.6175,0.1
1112,-123.21494,45.51474,0.01
1124,-123.21481,45.29367,0.01
3265,-123.21389,42.63583,0.1
4057,-123.21306,46.10694,0.01
4209,-123.21306,42.36778,0.1
3109,-123.21278,42.55361,15.5
5579,-123.21025,42.63874,0.01
5002,-123.20975,42.49823,0.5
1907,-123.20867,43.4035,0.01
4733,-123.20806,43.585,0.25
3602,-123.20778,42.74306,0.25
4554,-123.20778,42.9025,0.1
2175,-123.2075,42.38806,0.1
96,-123.2073,42.49993,0.1
4894,-123.20583,42.74389,0.01
730,-123.20553,43.38606,37.13
5601,-123.20517,43.16688,0.01
1141,-123.20484,45.41381,0.01
3605,-123.20472,42.74583,0.1
6189,-123.20433,42.69717,0.01
3340,-123.20389,42.51528,0.01
3398,-123.20361,42.63889,0.01
5292,-123.2035,42.69317,2.0
264,-123.2034,42.70061,0.01
5241,-123.20311,42.61703,50.0
938,-123.20257,42.51087,0.25
6171,-123.2025,42.698,0.1
4803,-123.20222,42.49,0.02
1118,-123.2006,44.028,0.0
5995,-123.20021,42.74754,0.1
5207,-123.20017,42.69812,6.0
5051,-123.20001,42.08292,7.0
4891,-123.19922,42.69832,0.25
5686,-123.1991,43.04876,0.25
91,-123.1984,42.22053,0.1
5828,-123.19737,45.52079,0.1
5626,-123.19683,43.5378,0.01
5252,-123.19638,42.62078,1.0
4210,-123.19611,42.38417,0.34
4444,-123.19611,43.16806,0.01
5628,-123.19583,43.39222,0.1
5957,-123.19575,42.93003,66.78
4446,-123.195,43.05194,0.01
3864,-123.195,42.84083,0.01
3881,-123.19472,42.83667,0.01
4912,-123.19422,45.74,0.05
1144,-123.19418,45.53951,0.01
5975,-123.19333,42.86472,0.14
1265,-123.19299,42.56626,0.1
3615,-123.19278,42.87111,0.01
356,-123.19277,42.41726,2.5
223,-123.19267,42.35219,0.1
3362,-123.19194,42.83222,0.1
816,-123.19104,43.0538,0.75
767,-123.19099,42.99766,5.0
5977,-123.19033,42.88628,121.25
2173,-123.19028,42.80111,0.25
3941,-123.19028,42.13556,3.0
5991,-123.19,42.87278,0.24
768,-123.18997,43.09724,0.1
3080,-123.18972,42.48667,0.1
1126,-123.18909,45.48601,0.01
3297,-123.18861,42.60583,0.25
1851,-123.1885,42.303,0.1
226,-123.18809,42.38424,0.1
5989,-123.18782,42.89391,7.2
1175,-123.18781,42.53651,0.1
4683,-123.1875,42.515,0.01
4583,-123.18639,42.96028,0.1
3953,-123.18583,42.31944,0.01
5070,-123.18548,42.00798,0.25
615,-123.18479,43.65805,0.25
3536,-123.18444,42.30639,0.01
316,-123.18431,42.18786,0.01
5161,-123.18361,43.01333,0.01
4892,-123.18347,42.72508,1.06
4886,-123.1832,42.662,0.25
2202,-123.18306,42.45333,0.01
4558,-123.18111,42.95667,0.01
5650,-123.18097,42.9948,0.1
4589,-123.18,42.15,0.5
3399,-123.17944,42.77556,0.1
4804,-123.17833,45.39802,0.2
824,-123.17818,42.89753,0.25
2169,-123.17806,42.28972,0.1
3392,-123.1775,42.8575,0.1
4793,-123.17722,44.05111,0.01
3401,-123.17694,42.92361,0.1
5038,-123.17679,42.17801,0.5
5935,-123.17612,42.86483,0.11
2714,-123.17556,42.75472,0.1
736,-123.17506,43.31736,3.0
2870,-123.175,43.40389,0.25
3126,-123.175,42.86611,0.1
1300,-123.17359,42.33802,0.01
4250,-123.17333,42.32333,0.5
4428,-123.17333,42.96333,0.01
4925,-123.17294,42.58383,0.01
330,-123.17278,42.88679,2.0
5298,-123.17273,42.67023,3.0
1189,-123.17227,45.7315,0.1
769,-123.17035,43.07857,0.1
338,-123.17021,42.19513,0.25
6005,-123.16962,42.8712,0.24
3264,-123.16861,42.5625,0.1
2306,-123.16833,42.28861,0.1
6175,-123.16833,42.7895,0.1
3960,-123.16806,42.34111,0.25
244,-123.1679,42.8211,0.25
5131,-123.16685,43.48353,0.01
3285,-123.16639,42.6725,0.01
5642,-123.1658,43.28595,0.1
3490,-123.16556,42.36028,0.1
750,-123.16529,42.98628,0.01
314,-123.16447,42.78987,0.25
299,-123.16442,42.25665,0.01
1249,-123.16357,42.31521,0.1
5904,-123.16317,42.15617,1.0
2687,-123.16306,42.39667,2.0
5594,-123.16305,42.7638,0.1
6161,-123.16263,42.17628,77.6
2472,-123.1625,42.59028,0.01
5294,-123.1625,42.6845,5.0
4486,-123.16222,42.31417,78.2
348,-123.16064,42.19898,0.01
2225,-123.16056,43.1425,0.01
5641,-123.16032,42.4676,0.01
5072,-123.16,42.01333,29454.0
1714,-123.1595,42.42733,0.25
5261,-123.15887,42.69483,0.75
2516,-123.15861,42.30778,0.5
3299,-123.15861,42.67167,0.25
1568,-123.1585,42.98916,0.01
5304,-123.15747,42.69472,7809.0
3889,-123.15722,43.06722,0.1
5933,-123.15722,42.84778,0.04
3146,-123.15694,42.55528,0.01
3012,-123.15639,42.35389,0.01
5245,-123.15633,42.24068,0.01
4117,-123.15361,42.98917,0.5
745,-123.15201,42.94613,43.39
6159,-123.15163,42.1963,25.8
1613,-123.1515,43.86833,1.0
3110,-123.15139,43.27361,0.01
770,-123.15112,42.97107,0.1
3647,-123.15111,43.37167,0.01
6181,-123.15095,42.19968,0.1
748,-123.1505,42.98663,0.01
771,-123.15048,43.1355,3.5
5480,-123.15007,42.25817,0.01
5911,-123.149,42.3148,0.01
104,-123.14845,42.23106,0.01
5956,-123.14766,42.7066,0.1
4684,-123.14667,42.58194,0.01
3144,-123.14639,42.42472,0.25
5145,-123.14583,42.89528,0.25
773,-123.14571,43.12795,0.1
4245,-123.14528,42.59444,0.1
5238,-123.14494,42.70245,3.0
5606,-123.14483,43.08372,0.1
4420,-123.14472,45.86417,0.01
6160,-123.14415,42.20985,3.5
5235,-123.14403,42.63504,40.0
3143,-123.14389,42.43194,0.01
5908,-123.14368,42.41126,0.01
5600,-123.14225,42.60348,0.01
5057,-123.14097,42.14022,0.1
159,-123.14085,45.75747,0.1
5062,-123.1407,42.12076,3.9
1729,-123.14067,42.69267,0.25
5159,-123.14037,42.52603,0.1
5934,-123.14033,43.01306,0.01
1721,-123.139,42.45817,0.1
1293,-123.13896,42.51484,0.25
11,-123.13887,42.45331,0.01
738,-123.13869,43.30818,45.0
3428,-123.13861,42.99139,0.1
3619,-123.13861,42.74056,0.01
2248,-123.13861,42.43194,0.01
5931,-123.13854,42.19568,0.1
3620,-123.13833,42.74,0.1
2244,-123.1375,43.53167,0.25
726,-123.13705,42.94223,0.1
5219,-123.1365,42.68275,2.0
2867,-123.13583,42.64889,0.25
1105,-123.13539,43.67604,0.01
1252,-123.13469,42.64595,0.01
3857,-123.13444,43.17333,0.01
1190,-123.13434,42.84355,0.01
6162,-123.13433,42.22433,72.9
2362,-123.13389,42.16083,0.1
5436,-123.13356,43.63382,0.4
2203,-123.13333,42.22361,0.5
4189,-123.13194,42.46778,0.1
1575,-123.13083,42.43266,0.1
4897,-123.13033,42.52417,0.1
2487,-123.12944,42.55194,0.1
3600,-123.12833,42.97333,0.5
5398,-123.12825,43.36122,0.01
3803,-123.1275,42.39278,0.1
3263,-123.1275,42.65389,0.01
5985,-123.12737,42.85775,20.32
2668,-123.12556,45.66611,0.75
3391,-123.12528,43.01944,0.1
1850,-123.12483,42.2715,8.0
4427,-123.12472,43.02333,0.1
5123,-123.12442,42.58052,0.5
6002,-123.1242,42.77371,0.26
5258,-123.12416,42.6279,825.0
1723,-123.12389,42.78611,0.01
3308,-123.12361,42.59361,0.25
749,-123.12217,42.97045,12.48
6148,-123.12169,42.29535,1.0
2188,-123.12,42.70778,0.25
774,-123.11893,42.91063,7.01
5968,-123.11667,42.68967,0.01
6033,-123.11558,42.7647,0.39
6123,-123.11533,42.23767,0.22
1135,-123.11509,43.88227,0.1
4218,-123.11444,42.59194,0.1
4223,-123.11444,42.71083,0.1
3492,-123.11389,42.58667,0.1
6130,-123.11362,42.2962,0.01
3400,-123.11333,42.79389,0.1
3261,-123.11278,42.45028,0.01
4573,-123.11222,42.44806,1.25
5980,-123.11133,42.90058,5290.69
756,-123.11109,42.92475,102.93
4219,-123.11028,42.61861,0.25
4398,-123.11028,43.2275,0.1
4200,-123.11,42.63889,0.01
4563,-123.10861,42.35028,0.25
3309,-123.10833,42.45583,1.5
4185,-123.10833,42.55833,0.01
1722,-123.10683,42.65783,0.1
3489,-123.10667,42.45722,0.01
3004,-123.10639,42.48389,0.25
2895,-123.10611,42.14417,0.5
2227,-123.10611,42.36139,0.1
1263,-123.10562,42.67473,1.5
761,-123.10447,42.86903,41.86
5619,-123.10432,43.59143,0.3
5477,-123.10422,42.15525,0.01
261,-123.10394,42.84702,0.01
3310,-123.10333,42.41778,0.1
6158,-123.10262,42.36703,0.5
6086,-123.10172,42.46522,15.7
2980,-123.10167,42.465,0.1
4445,-123.10111,43.23667,0.1
577,-123.10001,43.89656,0.0
5541,-123.09969,46.11764,0.01
4195,-123.09889,42.53028,1.5
2358,-123.0975,42.21,0.5
2478,-123.09722,43.02806,0.5
1725,-123.09633,42.7225,0.01
3303,-123.09611,42.41056,0.25
6001,-123.09569,43.1738,0.01
563,-123.09541,43.99492,0.05
3286,-123.09528,42.69861,0.1
3154,-123.095,42.48139,0.1
1280,-123.09495,42.22801,0.25
554,-123.09489,42.17622,2.0
3153,-123.09472,42.48139,0.1
2359,-123.09472,42.09694,0.01
4215,-123.09417,42.2025,0.25
4557,-123.09306,42.39778,0.25
5534,-123.09228,46.04447,0.02
742,-123.09142,43.22962,10.8
4440,-123.09083,43.01083,0.01
6163,-123.09005,42.36155,0.25
1296,-123.08991,42.46414,0.1
2365,-123.08972,42.26278,0.1
3029,-123.08944,42.30667,1.8
4861,-123.08922,45.63792,0.1
1579,-123.08833,43.35716,0.01
4577,-123.08722,42.37861,6.4
2985,-123.08694,42.09944,0.01
4552,-123.08556,42.42861,0.22
2209,-123.08528,43.43444,0.1
2489,-123.08528,43.06111,1.0
604,-123.08509,43.99105,0.05
385,-123.08498,42.43885,0.01
1099,-123.08474,43.59325,0.02
4546,-123.08444,42.43333,0.01
4566,-123.08361,42.38361,0.2
4868,-123.08318,42.2284,0.25
5396,-123.08312,43.10806,0.1
5142,-123.0825,42.81667,1.0
4677,-123.08222,42.5975,0.01
5150,-123.08194,43.16778,0.1
6017,-123.08172,42.78389,0.06
4536,-123.08139,43.68306,0.01
1261,-123.08027,42.50349,4.0
4423,-123.08,43.095,0.25
3294,-123.07972,42.59111,0.1
388,-123.07965,42.36238,0.25
4568,-123.07944,42.35556,0.5
2479,-123.07944,43.01278,0.1
755,-123.07895,42.87274,0.77
2976,-123.07861,42.82639,21.0
3296,-123.07722,42.54556,0.01
3281,-123.07694,42.55194,0.1
4547,-123.07694,42.67389,0.75
68,-123.07587,46.13343,0.01
1874,-123.07567,42.8585,0.5
3262,-123.07528,42.59778,1.5
92,-123.07504,42.16171,0.25
1853,-123.07483,42.416,0.5
6004,-123.07473,42.81163,0.55
1912,-123.07433,42.5255,3.0
3283,-123.07417,42.59306,0.01
2363,-123.07389,42.15167,0.01
3276,-123.07389,42.595,0.1
4442,-123.07389,43.00889,0.01
4227,-123.07333,42.84444,0.01
4435,-123.07333,43.01167,0.01
2988,-123.07306,42.18139,0.25
3534,-123.07278,42.12278,0.01
581,-123.07224,43.48792,0.01
4438,-123.07083,43.01306,0.25
552,-123.07008,43.88246,0.05
4187,-123.07,42.38083,0.01
5570,-123.06967,42.67333,0.01
4188,-123.06944,42.49,0.5
4561,-123.06722,42.31694,0.01
2880,-123.06694,42.96417,0.01
4399,-123.06611,43.51444,1.0
1271,-123.06608,42.5471,0.01
3277,-123.06583,42.60389,0.01
4350,-123.06583,42.23,0.01
3307,-123.06556,42.55972,0.5
5967,-123.06525,43.20462,0.25
638,-123.06512,43.56008,0.1
4068,-123.06444,43.42139,0.1
4230,-123.0625,42.36611,0.01
5945,-123.06167,42.79694,29.0
3142,-123.06056,42.58833,15.5
3981,-123.06028,43.175,0.01
5137,-123.05967,42.55933,0.01
777,-123.05965,42.86204,17.34
5128,-123.05946,42.55951,0.01
3367,-123.05889,42.91806,0.1
739,-123.05869,42.94055,0.01
1913,-123.05817,42.45883,0.01
5041,-123.05807,42.45328,5.0
5535,-123.05794,45.95372,0.01
253,-123.0571,42.70752,0.5
5899,-123.05695,42.25012,0.01
3873,-123.05694,43.30806,0.01
4678,-123.05639,42.50083,0.1
5898,-123.05558,42.24488,0.1
6165,-123.05537,42.73167,0.25
3394,-123.05528,42.88861,0.2
5572,-123.05462,42.2938,0.1
616,-123.05456,43.99866,0.1
3535,-123.05417,42.13139,0.1
3717,-123.05389,42.94194,0.5
4559,-123.05389,43.10611,0.1
5157,-123.05361,42.21028,0.01
5897,-123.05345,42.24867,0.1
5965,-123.05306,42.78528,0.01
2211,-123.05278,42.16056,0.1
3267,-123.0525,42.63944,0.25
4700,-123.05167,42.53417,0.26
1965,-123.05117,42.45233,0.25
1186,-123.05047,42.51794,0.1
3287,-123.04972,42.55389,0.1
5590,-123.04912,44.00874,0.01
5900,-123.04858,42.16867,0.01
3831,-123.04806,43.08889,0.1
5824,-123.04764,45.77119,0.01
254,-123.04731,43.08269,0.1
4900,-123.04655,42.63797,1.0
5948,-123.0465,42.71638,1.0
4487,-123.04611,42.27139,0.1
3544,-123.04611,42.69722,0.25
412,-123.04602,42.44226,0.01
1255,-123.04567,42.4858,1.0
1258,-123.04553,42.53614,0.5
1268,-123.04553,42.53614,0.25
1267,-123.04553,42.53614,0.25
1266,-123.04553,42.53614,0.25
1254,-123.04547,42.49627,0.01
1253,-123.04547,42.49627,20.0
2987,-123.04528,42.13306,2.0
3617,-123.04528,43.1175,0.01
4731,-123.04472,42.13222,1.82
2986,-123.04444,42.135,0.1
2843,-123.04417,42.37278,0.75
4883,-123.04312,42.26747,0.1
1856,-123.04217,42.39483,0.03
1193,-123.04127,42.25264,0.1
1260,-123.04117,42.47512,0.1
1279,-123.04048,42.47867,3.0
280,-123.04048,42.47867,9.0
1256,-123.04042,42.49276,0.5
1978,-123.04017,42.50533,2.0
5397,-123.04015,43.50164,0.25
4181,-123.03833,42.215,0.01
5034,-123.03802,42.27474,0.01
3670,-123.03722,42.94917,0.1
2955,-123.03639,42.38194,1.8
5906,-123.03637,42.21263,0.01
1572,-123.03633,42.50416,0.1
5533,-123.03575,46.01536,0.02
4252,-123.03528,42.34806,2.0
3843,-123.035,42.60972,0.1
3618,-123.035,43.12444,0.01
4066,-123.035,42.59389,0.25
3683,-123.03472,42.92278,0.1
2849,-123.03417,42.47611,0.01
2372,-123.03361,42.32583,0.01
1569,-123.0335,42.85833,0.02
4663,-123.03306,42.89028,0.1
2846,-123.03306,42.47444,0.1
2975,-123.03222,42.47583,0.1
5483,-123.03183,42.56833,0.1
3839,-123.03167,42.49056,0.01
1810,-123.03133,42.14633,0.25
2859,-123.03056,42.18111,0.75
3302,-123.02944,42.73306,0.1
5973,-123.02912,42.72583,0.25
2480,-123.02861,42.98722,0.5
2217,-123.02817,43.38811,0.01
5132,-123.02719,42.63108,0.75
3071,-123.02694,42.36361,0.01
2997,-123.02694,42.71639,0.5
3268,-123.02639,43.10889,0.01
396,-123.02597,42.43498,0.01
1269,-123.02567,42.52523,0.1
5094,-123.02528,42.50222,0.25
5301,-123.02528,42.15428,0.5
2981,-123.02528,42.46944,0.01
5951,-123.0248,42.7191,0.01
4183,-123.02444,42.22833,0.01
3684,-123.02194,42.92694,24.0
5605,-123.02145,42.35128,0.38
1870,-123.02133,42.56883,1.0
4208,-123.02111,42.20028,0.01
5391,-123.02106,43.06995,0.01
3593,-123.02083,42.99083,0.1
802,-123.02081,42.21611,2804.27
259,-123.02046,42.84763,0.01
3427,-123.02,42.89111,0.1
5656,-123.01964,42.86747,0.1
3062,-123.01861,43.06556,0.75
3975,-123.01778,44.025,0.01
2455,-123.01778,42.33417,1.0
4045,-123.01667,42.42139,0.01
5169,-123.01653,42.67522,2.0
3000,-123.01639,42.15194,0.01
394,-123.01607,42.32225,0.5
1574,-123.016,42.288,0.01
285,-123.01584,42.85498,0.02
3090,-123.01528,42.36917,0.01
4387,-123.01472,43.13806,1.0
3393,-123.01417,42.93306,0.1
3081,-123.01278,42.35389,0.01
2073,-123.01267,44.16533,0.01
5589,-123.01257,42.15027,0.15
5914,-123.01137,42.21728,3.5
4555,-123.00944,42.31306,0.01
2874,-123.00944,42.22917,0.01
5203,-123.00919,46.01214,0.22
4789,-123.00917,42.99583,0.01
2357,-123.00889,42.04833,0.1
5949,-123.00881,43.18708,0.5
1970,-123.00867,42.05117,0.01
764,-123.00846,43.18544,2.0
5239,-123.00814,43.00722,0.1
2989,-123.00778,42.1475,0.25
4727,-123.0075,42.11056,0.01
4289,-123.0075,42.64833,155.0
5930,-123.00658,42.42872,0.1
2847,-123.00611,42.25083,0.25
110,-123.00589,42.12823,0.1
4132,-123.00528,42.22889,0.01
5990,-123.00493,43.19108,0.5
5986,-123.00433,42.67088,0.25
3114,-123.0025,43.40556,0.01
2854,-123.0025,42.32694,0.5
5955,-123.00248,42.75383,0.75
5246,-123.00233,43.00531,0.5
740,-123.00217,42.68609,54.0
6230,-123.0015,42.952,0.1
2841,-123.00139,42.23944,5.0
4216,-123.00139,42.32417,0.01
373,-123.00115,42.22275,2.0
4675,-122.99972,42.71944,0.25
1943,-122.99933,42.11417,0.01
234,-122.99897,43.03148,0.1
2236,-122.99711,43.22778,0.1
5988,-122.99667,42.8025,28.49
1944,-122.99633,42.87583,0.5
6220,-122.9945,42.94867,0.1
5552,-122.99417,42.149,0.01
4212,-122.9925,42.25222,0.01
5271,-122.99231,42.19338,0.1
5574,-122.9922,43.37009,0.25
1257,-122.99199,42.59423,2.5
758,-122.99159,42.73583,0.01
2299,-122.98917,43.218,0.01
3028,-122.98917,42.64444,0.1
4728,-122.98861,42.08361,0.5
2237,-122.98667,43.20583,0.01
4352,-122.98583,45.66,0.1
5317,-122.98539,42.74004,36.0
3794,-122.98417,42.83556,0.1
4182,-122.98417,42.30222,0.01
2663,-122.98306,45.89083,0.01
3611,-122.98306,43.2475,0.01
5984,-122.9825,42.7625,0.18
3019,-122.98222,42.26972,0.25
2845,-122.98222,42.34389,0.5
1074,-122.98219,42.66075,0.01
2481,-122.98194,43.03528,0.01
2235,-122.98178,43.20311,0.1
3875,-122.98139,43.2925,0.01
3840,-122.98111,43.2125,0.01
3832,-122.98111,43.06556,0.25
5972,-122.98008,42.66767,0.1
3025,-122.97889,42.62944,0.01
3986,-122.97861,43.25,0.2
2662,-122.97833,45.935,0.1
3920,-122.97778,43.20139,0.01
1270,-122.97712,42.68595,0.1
3882,-122.97556,43.21667,0.01
5478,-122.97533,42.127,0.01
4410,-122.975,43.60444,0.1
1571,-122.97383,42.154,0.01
4206,-122.97306,43.13944,0.25
5553,-122.97283,42.37767,0.1
5966,-122.97225,42.69297,23.0
6221,-122.972,42.9535,0.75
5228,-122.96985,42.35693,0.01
2840,-122.96889,42.23389,0.5
5253,-122.96872,42.19938,32.0
2180,-122.96833,42.23444,0.1
5946,-122.96762,42.62652,0.1
4419,-122.9675,44.32722,0.01
597,-122.9669,42.24154,0.01
4412,-122.96639,43.56917,0.1
639,-122.96514,43.75627,0.1
4134,-122.96389,42.22167,0.01
3699,-122.96389,42.96694,0.5
3874,-122.96361,43.28083,0.25
4205,-122.96361,43.13167,0.01
5646,-122.96347,43.332,0.1
5400,-122.96342,43.22488,0.1
6224,-122.96283,43.01183,2.16
2469,-122.9625,42.53167,0.01
806,-122.96244,42.52908,198.92
5439,-122.96213,42.14938,0.75
1151,-122.96207,45.89736,0.1
38,-122.96189,42.23803,0.1
4411,-122.96111,43.6,0.1
5299,-122.96083,42.23945,2.1
4482,-122.96028,42.24778,0.5
3460,-122.95972,42.12583,0.1
4280,-122.95944,42.08,7.0
566,-122.9593,42.94832,0.01
548,-122.95919,42.91109,0.2
3694,-122.95917,42.97722,0.25
4741,-122.95889,42.14611,0.05
5221,-122.95883,42.37167,0.01
16,-122.9579,42.62406,0.25
5043,-122.95778,43.33028,3.0
2961,-122.95778,42.41472,0.01
4395,-122.9575,42.19944,0.1
1170,-122.95716,45.89019,0.01
650,-122.9568,42.46751,0.01
1343,-122.95672,42.2309,0.25
4048,-122.95667,44.11722,0.1
651,-122.95666,42.46389,0.01
5165,-122.95655,42.64913,0.5
3871,-122.95611,43.32639,0.1
2000,-122.95567,42.11717,1.0
551,-122.95524,43.79633,0.25
2862,-122.95472,42.41278,0.01
567,-122.95332,43.55138,1.75
0,-122.9527,44.2538,0.01
2189,-122.95194,42.53111,0.1
3693,-122.95167,42.97306,0.1
36,-122.95135,42.22718,0.75
1344,-122.95133,42.27793,0.01
5438,-122.9512,42.15012,6.7
35,-122.95113,42.09645,0.1
747,-122.95066,43.3858,2.0
4550,-122.95,42.45028,0.01
3540,-122.94944,42.62139,0.01
4270,-122.94917,42.6925,9.5
5254,-122.94801,42.23934,0.01
1273,-122.94801,42.67092,0.1
5662,-122.94692,42.74448,0.1
1615,-122.94666,43.87516,0.25
5953,-122.94542,42.72243,0.1
956,-122.94355,44.15167,0.01
39,-122.94204,42.25619,0.25
585,-122.93991,42.95546,0.1
3272,-122.93917,42.73306,0.25
4317,-122.93833,45.72278,0.01
9,-122.93829,42.63864,0.01
15,-122.93817,42.6238,0.1
1073,-122.93786,42.70744,0.01
4318,-122.93722,45.7175,0.25
4073,-122.93694,44.21944,0.1
4071,-122.93694,42.96611,0.01
574,-122.93667,42.28912,0.01
1184,-122.93634,45.75566,0.2
3539,-122.93583,42.64861,0.01
3836,-122.93528,42.65139,0.01
4229,-122.935,42.89667,0.01
4864,-122.93485,43.558,0.16
6225,-122.93433,43.0245,1.25
249,-122.9342,43.03156,0.01
5610,-122.93417,44.13166,0.01
2673,-122.93389,45.69194,0.01
2234,-122.9335,43.315,0.01
3912,-122.93278,43.69611,0.1
3918,-122.93222,43.17444,0.1
6226,-122.93217,43.041,0.25
5179,-122.93213,42.2927,0.01
37,-122.93187,42.2381,26.0
5678,-122.93171,43.61643,0.1
3855,-122.93167,43.02361,0.1
647,-122.93097,43.80764,0.1
582,-122.93039,43.74972,0.1
3820,-122.92972,43.04556,0.25
2310,-122.92972,43.51278,0.1
5937,-122.92917,42.68797,0.1
5604,-122.92903,43.25829,0.2
378,-122.92849,42.67455,1.0
5614,-122.92847,43.71107,0.01
5236,-122.92721,42.28536,0.01
5248,-122.9252,42.71657,1.0
5266,-122.92502,42.75285,0.5
3459,-122.925,42.12306,0.01
4039,-122.925,45.85806,0.01
5229,-122.92463,42.73698,0.1
5282,-122.92338,42.75213,3820.0
2670,-122.92333,45.72139,2.0
2296,-122.92311,43.32689,0.1
1983,-122.923,42.116,0.01
811,-122.92298,42.55822,56.28
5275,-122.92252,42.73548,0.25
5856,-122.92067,42.53983,0.5
5961,-122.92033,42.68642,0.25
4197,-122.91972,42.07944,0.1
4653,-122.91889,42.27944,0.5
4221,-122.91861,42.95361,0.33
472,-122.91736,42.12864,6162.3
1868,-122.917,42.22517,0.5
3819,-122.91667,42.92417,0.25
4321,-122.91611,45.71222,0.01
4196,-122.91556,42.85639,0.01
3009,-122.91528,42.57583,0.01
4192,-122.91361,42.86722,0.5
1180,-122.91328,42.59054,0.1
5109,-122.91306,42.83472,0.1
5402,-122.91258,43.62406,0.1
2666,-122.91167,45.74028,0.01
5108,-122.91139,42.98056,0.01
947,-122.91105,45.77388,0.01
1181,-122.90992,43.64143,0.01
